batch,host,condition,score,run_status,scoring_status,elapsed_minutes,model_calls,conservative_cost_usd_excluding_judge,episode_id,benchmark,task_id,seed,repeat_index,model,was_started,episode_status,host_exit_code,scorer_exit_code,submission_status,submission_file_present,started_at_utc,finished_at_utc,elapsed_seconds,input_tokens_budget_accounted,output_tokens_budget_accounted,usage_note,config_sha256,config_path,controller_source_tree_sha256,integration_tree_sha256,benchmark_revision,task_spec_sha256,score_source,debug_episode,debug_logs,end_reason_raw,end_reason_zh_CN,judge_model_used,judge_model_configured,judge_calls,model_request_log_count,model_response_log_count,model_error_log_count,input_tokens_successfully_reported,output_tokens_successfully_reported,split,profile,scorer_wall_seconds,judge_input_tokens,judge_output_tokens,successful_model_responses,model_errors,rate_limited_calls,input_tokens_error_reservations,output_tokens_error_reservations,notes_zh_CN,sharednet_room_id
smoke-20260922-live,ark,R1,,failed,invalid_submission,0.39536919991175334,0,0,discoverybench_ark_dev__discoverybench__train__nls_bmi_metadata_0_0_0_abca80ec__ark__R1__s0__r0,discoverybench,nls_bmi/metadata_0/0/0,0,0,DeepSeek-V4-Pro,true,failed,1,2,invalid,false,Tue Sep 22 2026 22:36:30 GMT+0100 (英国夏令时间),Tue Sep 22 2026 22:36:54 GMT+0100 (英国夏令时间),23.7221519947052,0,0,本地预算计账，非供应商账单。,5aa2354735433e5a637822895b4dca3c44de13c8fb2db104502cafef54a796a3,configs/discoverybench.ark.json,48b5506eddb7de5e0b6061136dabf11bb613e43199f10a436df611f96597604f,8504aa7b545d732748c2cb556fd1c2d2b93365c797c75a85bfc93d06c0b683b3,c31fcf011e070f021a5f5b906896d0821f6880e8,0585358d2bd5b419ed5b155f9cc30eb3a4a746c6475881b1abfc1b6eda49e83b,batches/smoke-20260922-live/episodes/ark-R1/score.json,batches/smoke-20260922-live/episodes/ark-R1,batches/smoke-20260922-live/logs/ark-R1,[Errno 17] File exists: '/tmp/rac-workspace-q8z43f7f/preserved',启动/环境阶段失败，未产生有效评分；详细原因见原始 metadata 和 host 日志。,,,0,0,0,0,0,0,,,,,,,,,,,,
smoke-20260922-live,ark,R3,,interrupted,invalid_submission,5.187326232592265,0,0,discoverybench_ark_dev__discoverybench__train__nls_bmi_metadata_0_0_0_abca80ec__ark__R3__s0__r0,discoverybench,nls_bmi/metadata_0/0/0,0,0,DeepSeek-V4-Pro,true,initializing,,,pending,false,Tue Sep 22 2026 22:36:54 GMT+0100 (英国夏令时间),Tue Sep 22 2026 22:42:05 GMT+0100 (英国夏令时间),311.2395739555359,0,0,本地预算计账，非供应商账单。,5aa2354735433e5a637822895b4dca3c44de13c8fb2db104502cafef54a796a3,configs/discoverybench.ark.json,48b5506eddb7de5e0b6061136dabf11bb613e43199f10a436df611f96597604f,8504aa7b545d732748c2cb556fd1c2d2b93365c797c75a85bfc93d06c0b683b3,c31fcf011e070f021a5f5b906896d0821f6880e8,0585358d2bd5b419ed5b155f9cc30eb3a4a746c6475881b1abfc1b6eda49e83b,batches/smoke-20260922-live/episodes/ark-R3/score.json,batches/smoke-20260922-live/episodes/ark-R3,batches/smoke-20260922-live/logs/ark-R3,Startup diagnostics only; no model calls. Retained for debugging. Corrected scientific execution is a separate attempt-scoped batch.,启动/环境阶段失败，未产生有效评分；详细原因见原始 metadata 和 host 日志。,,,0,0,0,0,0,0,,,,,,,,,,,,
smoke-20260922-live,agent_laboratory,N0,,not_started_batch_aborted,not_run,,0,0,discoverybench_agent_laboratory_dev__discoverybench__train__nls_bmi_metadata_0_0_0_abca80ec__agent_laboratory__N0__s0__r0,discoverybench,nls_bmi/metadata_0/0/0,0,0,DeepSeek-V4-Pro,false,,,,not_evaluated,false,,,,0,0,未启动，调用和用量为 0。,e102ed4d7926652e3fbfb2b0488bb30317f44bc99f2bc3321fef7a3690f73e77,configs/discoverybench.agent_laboratory.json,48b5506eddb7de5e0b6061136dabf11bb613e43199f10a436df611f96597604f,,,0585358d2bd5b419ed5b155f9cc30eb3a4a746c6475881b1abfc1b6eda49e83b,,,,Startup diagnostics only; no model calls. Retained for debugging. Corrected scientific execution is a separate attempt-scoped batch.,批次启动阶段中止，此项未启动。,,,0,,,,,,,,,,,,,,,,,
smoke-20260922-live,agent_laboratory,R1,,not_started_batch_aborted,not_run,,0,0,discoverybench_agent_laboratory_dev__discoverybench__train__nls_bmi_metadata_0_0_0_abca80ec__agent_laboratory__R1__s0__r0,discoverybench,nls_bmi/metadata_0/0/0,0,0,DeepSeek-V4-Pro,false,,,,not_evaluated,false,,,,0,0,未启动，调用和用量为 0。,e102ed4d7926652e3fbfb2b0488bb30317f44bc99f2bc3321fef7a3690f73e77,configs/discoverybench.agent_laboratory.json,48b5506eddb7de5e0b6061136dabf11bb613e43199f10a436df611f96597604f,,,0585358d2bd5b419ed5b155f9cc30eb3a4a746c6475881b1abfc1b6eda49e83b,,,,Startup diagnostics only; no model calls. Retained for debugging. Corrected scientific execution is a separate attempt-scoped batch.,批次启动阶段中止，此项未启动。,,,0,,,,,,,,,,,,,,,,,
smoke-20260922-live,agent_laboratory,R3,,not_started_batch_aborted,not_run,,0,0,discoverybench_agent_laboratory_dev__discoverybench__train__nls_bmi_metadata_0_0_0_abca80ec__agent_laboratory__R3__s0__r0,discoverybench,nls_bmi/metadata_0/0/0,0,0,DeepSeek-V4-Pro,false,,,,not_evaluated,false,,,,0,0,未启动，调用和用量为 0。,e102ed4d7926652e3fbfb2b0488bb30317f44bc99f2bc3321fef7a3690f73e77,configs/discoverybench.agent_laboratory.json,48b5506eddb7de5e0b6061136dabf11bb613e43199f10a436df611f96597604f,,,0585358d2bd5b419ed5b155f9cc30eb3a4a746c6475881b1abfc1b6eda49e83b,,,,Startup diagnostics only; no model calls. Retained for debugging. Corrected scientific execution is a separate attempt-scoped batch.,批次启动阶段中止，此项未启动。,,,0,,,,,,,,,,,,,,,,,
smoke-20260922-live,evo_scientist,N0,,not_started_batch_aborted,not_run,,0,0,discoverybench_evo_scientist_dev__discoverybench__train__nls_bmi_metadata_0_0_0_abca80ec__evo_scientist__N0__s0__r0,discoverybench,nls_bmi/metadata_0/0/0,0,0,DeepSeek-V4-Pro,false,,,,not_evaluated,false,,,,0,0,未启动，调用和用量为 0。,bbcdfded5d87287f78ce46823a86fd8a352004a3ece2cb7f73cc435b3d6c9e46,configs/discoverybench.evo_scientist.json,48b5506eddb7de5e0b6061136dabf11bb613e43199f10a436df611f96597604f,,,0585358d2bd5b419ed5b155f9cc30eb3a4a746c6475881b1abfc1b6eda49e83b,,,,Startup diagnostics only; no model calls. Retained for debugging. Corrected scientific execution is a separate attempt-scoped batch.,批次启动阶段中止，此项未启动。,,,0,,,,,,,,,,,,,,,,,
smoke-20260922-live,evo_scientist,R1,,not_started_batch_aborted,not_run,,0,0,discoverybench_evo_scientist_dev__discoverybench__train__nls_bmi_metadata_0_0_0_abca80ec__evo_scientist__R1__s0__r0,discoverybench,nls_bmi/metadata_0/0/0,0,0,DeepSeek-V4-Pro,false,,,,not_evaluated,false,,,,0,0,未启动，调用和用量为 0。,bbcdfded5d87287f78ce46823a86fd8a352004a3ece2cb7f73cc435b3d6c9e46,configs/discoverybench.evo_scientist.json,48b5506eddb7de5e0b6061136dabf11bb613e43199f10a436df611f96597604f,,,0585358d2bd5b419ed5b155f9cc30eb3a4a746c6475881b1abfc1b6eda49e83b,,,,Startup diagnostics only; no model calls. Retained for debugging. Corrected scientific execution is a separate attempt-scoped batch.,批次启动阶段中止，此项未启动。,,,0,,,,,,,,,,,,,,,,,
smoke-20260922-live,evo_scientist,R3,,not_started_batch_aborted,not_run,,0,0,discoverybench_evo_scientist_dev__discoverybench__train__nls_bmi_metadata_0_0_0_abca80ec__evo_scientist__R3__s0__r0,discoverybench,nls_bmi/metadata_0/0/0,0,0,DeepSeek-V4-Pro,false,,,,not_evaluated,false,,,,0,0,未启动，调用和用量为 0。,bbcdfded5d87287f78ce46823a86fd8a352004a3ece2cb7f73cc435b3d6c9e46,configs/discoverybench.evo_scientist.json,48b5506eddb7de5e0b6061136dabf11bb613e43199f10a436df611f96597604f,,,0585358d2bd5b419ed5b155f9cc30eb3a4a746c6475881b1abfc1b6eda49e83b,,,,Startup diagnostics only; no model calls. Retained for debugging. Corrected scientific execution is a separate attempt-scoped batch.,批次启动阶段中止，此项未启动。,,,0,,,,,,,,,,,,,,,,,
smoke-20260923,evo_scientist,N0,0,completed,scored,7.750542080402374,41,2.594976000000001,discoverybench_evo_scientist_dev__discoverybench__train__nls_bmi_metadata_0_0_0_abca80ec__evo_scientist__N0__s0__r0__a78770e65,discoverybench,nls_bmi/metadata_0/0/0,0,0,DeepSeek-V4-Pro,true,completed,0,0,valid,true,Wed Sep 23 2026 11:45:21 GMT+0100 (英国夏令时间),Wed Sep 23 2026 11:53:06 GMT+0100 (英国夏令时间),465.03252482414246,1265358,16065,本地预算计账，非供应商账单。,bbcdfded5d87287f78ce46823a86fd8a352004a3ece2cb7f73cc435b3d6c9e46,configs/discoverybench.evo_scientist.json,2b901260bedef74f44cb6c209b152de10138d50db52c3a54a008e73f1c212015,484380145c0b4a1b040488fbf75b017d23f20689bfa51b0fadf9b8f6dfcab128,c31fcf011e070f021a5f5b906896d0821f6880e8,0585358d2bd5b419ed5b155f9cc30eb3a4a746c6475881b1abfc1b6eda49e83b,batches/smoke-20260923/episodes/evo_scientist-N0/score.json,batches/smoke-20260923/episodes/evo_scientist-N0,batches/smoke-20260923/logs/evo_scientist-N0,EvoScientist native rubric-guided deep-agent run completed,host 正常退出，原生工作流报告完成；提交有效并评分。,gpt-5.4,gpt-5.4,11,41,41,0,1265358,16065,train,real-no-domain-knowledge,31.613866668000014,10748,1406,41,0,0,0,0,,
smoke-20260923,evo_scientist,R1,,failed,invalid_submission,52.48326843182246,134,19.357744,discoverybench_evo_scientist_dev__discoverybench__train__nls_bmi_metadata_0_0_0_abca80ec__evo_scientist__R1__s0__r0__a78770e65,discoverybench,nls_bmi/metadata_0/0/0,0,0,DeepSeek-V4-Pro,true,failed,2,2,invalid,false,Wed Sep 23 2026 11:53:06 GMT+0100 (英国夏令时间),Wed Sep 23 2026 12:45:35 GMT+0100 (英国夏令时间),3148.9961059093475,9482268,98302,本地预算计账，非供应商账单。,bbcdfded5d87287f78ce46823a86fd8a352004a3ece2cb7f73cc435b3d6c9e46,configs/discoverybench.evo_scientist.json,2b901260bedef74f44cb6c209b152de10138d50db52c3a54a008e73f1c212015,484380145c0b4a1b040488fbf75b017d23f20689bfa51b0fadf9b8f6dfcab128,c31fcf011e070f021a5f5b906896d0821f6880e8,0585358d2bd5b419ed5b155f9cc30eb3a4a746c6475881b1abfc1b6eda49e83b,batches/smoke-20260923/episodes/evo_scientist-R1/score.json,batches/smoke-20260923/episodes/evo_scientist-R1,batches/smoke-20260923/logs/evo_scientist-R1,"ProviderStreamError: Error code: 502 - {'error': {'message': '{""id"":""ad83426cb1564f6c9b125e83a1c59e8a"",""model"":""DeepSeek-V4-Pro"",""choices"":[{""index"":0,""message"":{""role"":""assistant"",""content"":""""},""finish_reason"":""content_filter"",""content_filter_results"":{""error"":{""code"":""content_filter"",""message"":""Response content blocked by label \'Jailbreak\'.""}}}],""usage"":{""prompt_tokens"":118844,""total_tokens"":118844},""created"":1790163873,""object"":""chat.completion"",""prompt_filter_results"":null}', 'type': 'RuntimeError'}}",模型响应被 Azure content_filter（Jailbreak 标签）阻断；规定路径缺少有效 discovery_result.json，未评分。,,gpt-5.4,0,134,131,3,8002086,73726,train,real-no-domain-knowledge,,0,0,131,3,0,1480182,24576,outputs/discovery_result.json 是中间文件，并非评分器要求的根目录提交；保留调试，不视为有效提交。,rom_YBBGxNEzkk
smoke-20260923,evo_scientist,R3,0.21818181818181817,failed,scored,124.28481137355169,446,39.042656000000015,discoverybench_evo_scientist_dev__discoverybench__train__nls_bmi_metadata_0_0_0_abca80ec__evo_scientist__R3__s0__r0__a78770e65,discoverybench,nls_bmi/metadata_0/0/0,0,0,DeepSeek-V4-Pro,true,initializing,125,0,valid,true,Wed Sep 23 2026 12:45:35 GMT+0100 (英国夏令时间),Wed Sep 23 2026 14:49:52 GMT+0100 (英国夏令时间),7457.088682413101,19139854,190737,本地预算计账，非供应商账单。,bbcdfded5d87287f78ce46823a86fd8a352004a3ece2cb7f73cc435b3d6c9e46,configs/discoverybench.evo_scientist.json,2b901260bedef74f44cb6c209b152de10138d50db52c3a54a008e73f1c212015,484380145c0b4a1b040488fbf75b017d23f20689bfa51b0fadf9b8f6dfcab128,c31fcf011e070f021a5f5b906896d0821f6880e8,0585358d2bd5b419ed5b155f9cc30eb3a4a746c6475881b1abfc1b6eda49e83b,batches/smoke-20260923/episodes/evo_scientist-R3/score.json,batches/smoke-20260923/episodes/evo_scientist-R3,batches/smoke-20260923/logs/evo_scientist-R3,,控制器以退出码 125 停止 host；依据冻结控制器代码和剩余预算，判断为模型网关保守预算预留保护触发。已有提交获得评分。,gpt-5.4,gpt-5.4,9,446,443,3,17826223,166161,train,real-no-domain-knowledge,27.831786724998892,16346,1208,443,3,0,1313631,24576,该原因由退出码与冻结代码推断，未记录独立的超限错误文件；episode.json 仍为 initializing/pending，最终运行状态取控制器 failed，提交有效性取 score.json。费用未达 $40，也可能因下一次请求预留额超过余额而停止。,rom_E3wjd7mUMo
smoke-20260923,ark,N0,,failed,invalid_submission,0.2327953815460205,0,0,discoverybench_ark_dev__discoverybench__train__nls_bmi_metadata_0_0_0_abca80ec__ark__N0__s0__r0__a78770e65,discoverybench,nls_bmi/metadata_0/0/0,0,0,DeepSeek-V4-Pro,true,failed,1,2,not_evaluated,false,Wed Sep 23 2026 14:49:52 GMT+0100 (英国夏令时间),Wed Sep 23 2026 14:50:06 GMT+0100 (英国夏令时间),13.96772289276123,0,0,本地预算计账，非供应商账单。,5aa2354735433e5a637822895b4dca3c44de13c8fb2db104502cafef54a796a3,configs/discoverybench.ark.json,2b901260bedef74f44cb6c209b152de10138d50db52c3a54a008e73f1c212015,,,0585358d2bd5b419ed5b155f9cc30eb3a4a746c6475881b1abfc1b6eda49e83b,batches/smoke-20260923/episodes/ark-N0/score.json,batches/smoke-20260923/episodes/ark-N0,batches/smoke-20260923/logs/ark-N0,host did not produce metadata,启动/环境阶段失败，未产生有效评分；详细原因见原始 metadata 和 host 日志。,,gpt-5.4,0,0,0,0,0,0,,,,,,,,,,,,
smoke-20260923,ark,R1,,failed,invalid_submission,0.2352936347325643,0,0,discoverybench_ark_dev__discoverybench__train__nls_bmi_metadata_0_0_0_abca80ec__ark__R1__s0__r0__a78770e65,discoverybench,nls_bmi/metadata_0/0/0,0,0,DeepSeek-V4-Pro,true,failed,1,2,not_evaluated,false,Wed Sep 23 2026 14:50:06 GMT+0100 (英国夏令时间),Wed Sep 23 2026 14:50:21 GMT+0100 (英国夏令时间),14.117618083953857,0,0,本地预算计账，非供应商账单。,5aa2354735433e5a637822895b4dca3c44de13c8fb2db104502cafef54a796a3,configs/discoverybench.ark.json,2b901260bedef74f44cb6c209b152de10138d50db52c3a54a008e73f1c212015,,,0585358d2bd5b419ed5b155f9cc30eb3a4a746c6475881b1abfc1b6eda49e83b,batches/smoke-20260923/episodes/ark-R1/score.json,batches/smoke-20260923/episodes/ark-R1,batches/smoke-20260923/logs/ark-R1,host did not produce metadata,启动/环境阶段失败，未产生有效评分；详细原因见原始 metadata 和 host 日志。,,gpt-5.4,0,0,0,0,0,0,,,,,,,,,,,,
